150
4 14
30523 0 58753
2 392
10 77 215
41 25 332
28 349
12 132 349
7 193 349
1 0 323
36 0 344
15 0 196
39 9 349
7 0 181
4 200 349
20 0 311
35 0 174
19 0 233
27 47 349
42 7 349
2 107 349
34 30 349
9 101 349
17 0 348
3 66 349
26 69 349
18 0 296
29 98 326
21 50 349
43 15 349
23 184 344
8 89 205
28 35 152
31 83 262
0 0 214
1 1
0 0 1
35 887
57 196 887
59 16 887
29 0 658
74 51 812
22 107 887
82 0 448
105 62 887
26 0 757
50 0 696
13 0 782
17 0 847
64 322 887
37 522 887
91 533 822
36 0 521
11 56 887
34 349 887
70 0 772
71 545 887
108 133 887
3 147 887
32 0 833
89 0 821
21 0 681
87 87 887
68 391 887
38 0 684
40 373 887
116 88 467
58 93 887
7 355 887
55 0 481
16 0 706
123 0 867
94 487 887
49 935
42 0 518
68 337 935
27 77 935
25 361 935
24 0 407
29 4 282
12 0 802
56 43 513
8 252 808
11 161 935
31 0 770
0 0 627
36 329 557
16 194 935
49 0 803
19 287 631
18 122 935
61 403 935
20 392 935
1 0 548
52 0 891
62 259 493
64 0 733
33 38 935
9 17 935
67 568 872
37 0 698
71 0 893
38 0 654
34 0 638
70 140 935
2 0 750
13 256 935
17 476 935
40 155 591
26 565 760
22 0 778
55 66 935
26 0 538
15 89 847
54 570 833
60 98 935
43 208 495
53 357 935
5 425 935
7 155 701
23 95 494
65 516 935
41 354 700
22 394
3 0 394
26 0 268
79 0 188
64 0 281
66 0 293
82 0 292
19 0 304
8 14 261
77 0 229
68 0 130
37 0 324
55 0 293
74 100 385
88 0 240
43 190 394
34 171 336
14 8 158
9 34 394
1 0 329
87 13 394
17 0 341
61 44 394
8 399
34 237 399
64 0 203
11 56 399
58 283 392
12 203 399
47 108 399
28 50 399
50 118 399
6 565
0 0 525
28 142 565
18 201 397
25 0 360
33 190 364
16 113 336
45 611
60 42 611
84 0 531
64 4 611
52 43 611
15 0 473
92 122 611
95 244 579
77 110 611
82 215 611
49 29 345
65 34 611
69 0 322
12 186 611
27 0 414
113 0 410
19 234 611
54 0 515
76 0 579
2 0 403
72 0 411
97 34 365
51 0 474
116 0 584
8 0 600
56 180 472
36 419 611
53 89 392
101 0 582
83 0 602
85 0 571
5 40 611
106 58 611
10 156 611
11 170 611
115 59 611
62 281 611
61 135 293
90 0 425
9 136 272
6 0 486
42 0 468
29 242 611
1 155 611
66 357 611
18 0 329
14 853
12 71 598
1 232 853
34 332 607
26 0 672
50 100 853
38 0 613
29 35 853
46 222 853
33 0 756
37 232 853
13 0 398
17 22 636
10 0 472
28 0 702
48 195
130 0 185
46 0 150
18 43 195
0 0 186
17 32 195
31 31 195
89 46 115
94 0 177
101 0 175
84 52 195
95 0 192
108 81 195
52 0 152
2 0 187
14 99 157
134 0 180
119 67 195
72 0 187
125 42 195
8 91 195
21 0 156
113 36 195
88 74 115
6 61 195
115 0 146
116 92 195
34 0 167
40 31 159
98 31 195
39 0 186
7 111 195
87 65 195
77 0 156
4 0 175
61 15 195
138 59 195
11 0 167
137 0 189
55 0 93
142 0 149
30 0 170
29 0 175
126 12 195
49 99 195
45 114 163
20 11 147
57 76 195
70 47 195
28 324
29 121 315
112 51 233
34 0 159
121 0 308
51 0 287
33 140 324
25 145 324
56 41 324
116 130 324
97 0 284
113 0 189
16 55 203
117 0 73
109 13 324
85 252 320
86 166 324
91 39 305
64 0 246
67 46 324
13 0 191
127 158 324
130 81 324
57 0 288
46 0 237
72 128 274
81 214 324
78 58 259
15 105 191
29 635
53 422 555
41 80 635
65 0 402
67 71 635
33 8 246
37 0 630
61 146 635
47 0 541
12 120 635
76 0 511
29 0 544
38 215 557
15 0 507
91 422 635
56 0 456
14 279 486
20 28 635
77 66 618
9 0 563
80 15 263
46 0 633
31 0 335
57 37 635
25 0 497
39 0 338
64 395 635
0 91 635
32 0 452
69 137 398
9 779
2 30 497
15 0 484
35 0 272
21 330 779
13 0 579
44 141 779
17 0 721
4 25 779
42 268 779
35 327
130 0 261
34 121 327
8 153 327
9 101 327
48 191 327
72 0 246
107 0 123
84 0 285
15 67 306
31 148 327
33 55 240
20 0 278
53 14 327
19 95 327
56 211 327
93 235 327
133 156 244
64 0 278
110 25 206
41 27 327
114 127 327
57 73 227
74 0 184
40 59 255
51 198 327
55 32 327
103 213 327
79 53 327
23 0 218
78 60 327
12 0 249
54 100 327
112 83 252
27 110 327
106 0 77
2 928
27 252 609
3 0 420
50 96508
100000 32882 93677
59922 43895 78779
48315 0 91466
32175 0 89598
28528 11643 96508
15318 0 25499
55353 27219 96508
54992 2942 96508
13887 16222 54956
10634 2916 96508
2102 0 24532
67776 30369 60023
41676 42268 96508
60835 44598 96508
37004 70274 95720
61534 75305 94960
44984 10510 96508
58581 28259 96508
27753 6216 32533
9541 1784 21778
59786 0 45375
93771 48077 96508
44584 0 55645
36499 29389 96508
79449 71921 91624
80255 2579 96508
15361 67731 96508
9466 0 90017
74756 0 75314
38462 0 69152
98631 0 34467
15935 47795 89829
36500 0 86218
88905 0 67419
41475 6323 96508
90840 49406 96508
18687 0 87227
11938 0 67274
28684 49605 96508
4507 0 62901
76550 67291 96508
26974 0 85833
68073 20815 96508
19986 60220 96508
47414 0 63611
87381 50744 96508
66492 0 61969
33838 8120 96508
79373 18549 96508
41142 0 52462
32 381
30 40 260
99 58 381
82 193 381
33 0 296
102 0 287
65 100 381
24 0 271
107 0 362
71 152 381
36 129 381
76 70 381
87 273 381
96 0 347
17 0 304
41 0 295
8 0 153
28 9 381
92 154 381
11 55 381
77 80 345
61 68 381
51 266 362
37 0 159
94 150 381
39 0 136
35 25 381
2 64 381
42 67 381
54 114 381
68 25 381
53 235 327
14 0 341
42 427
1 0 309
39 135 427
11 0 328
44 0 288
6 0 412
16 13 427
47 0 284
15 0 357
25 124 427
3 39 427
42 268 368
5 0 342
26 69 262
27 0 320
7 0 252
13 207 388
8 283 427
41 0 240
52 300 427
32 86 427
19 201 415
43 0 377
29 0 395
7 259 427
33 14 394
36 94 427
0 0 359
2 26 353
30 0 380
23 1 399
21 111 427
9 136 427
49 95 427
35 0 402
38 116 232
48 0 302
17 47 401
20 202 427
12 193 427
45 307 427
46 0 344
34 0 174
5 769
5 0 493
74 4 769
10 118 421
34 397 769
35 0 671
20 297
43 121 297
5 121 297
40 171 297
28 115 218
56 36 297
15 216 297
55 137 272
21 0 184
13 55 297
14 2 297
26 201 297
7 44 297
27 123 297
1 73 169
33 107 254
1 189 248
0 0 191
38 26 203
24 0 249
25 18 297
2 100
1 0 49
1 50 100
50 98284
100000 5458 98284
64300 20582 98284
68536 0 71714
77429 38856 89272
98653 37320 98284
65306 0 87157
3805 0 52238
72459 0 58299
78865 0 86428
39435 16623 54774
11897 33115 98284
34572 0 23141
32250 62365 98284
10260 21091 98284
84169 36211 98284
25176 0 74258
39473 3334 86649
7089 23866 98284
55172 60001 98284
50531 32090 98284
99168 0 59733
51628 18641 98284
7660 0 93802
7183 0 82741
79718 14069 98284
25543 0 57058
23496 0 86069
17746 13062 98284
2110 5704 98284
46688 0 97748
76153 54340 77074
3376 2564 75286
98967 6405 98284
23138 7291 98284
24567 31205 98284
89293 46514 98284
28988 0 59831
8648 0 94160
10362 0 76400
52343 9819 98284
95982 24608 70273
79937 0 94564
70490 9285 98284
80488 0 40632
40116 39687 96962
74238 14411 98284
20551 61517 88444
79861 4588 98284
1714 9369 98284
41989 16633 98284
39 676
62 203 676
15 0 651
65 26 676
85 0 676
41 0 440
18 241 676
71 278 676
10 192 676
1 164 350
73 200 676
2 0 514
84 92 571
60 0 461
39 217 382
25 0 481
16 40 676
52 0 318
8 0 538
12 206 676
44 226 676
77 32 676
64 172 676
56 0 654
11 33 676
82 0 415
23 303 676
26 132 676
29 0 535
0 63 676
79 153 676
34 0 397
17 0 456
40 31 676
36 215 676
61 0 657
13 0 260
78 106 676
66 239 676
74 272 676
25 614
3 497 552
3 133 298
12 395 522
9 112 493
11 567 614
0 364 401
4 105 386
2 0 449
4 73 80
4 475 505
6 275 423
1 20 380
10 29 180
0 41 352
8 56 157
6 0 70
11 284 317
7 247 385
10 212 614
8 422 469
12 0 337
8 504 557
1 399 598
3 424 459
0 452 486
7 20
27 8 20
35 0 18
93 11 20
59 3 20
65 12 20
75 0 16
67 2 20
40 356
89 0 169
84 106 356
76 60 152
47 63 356
70 0 143
77 5 356
32 0 98
36 193 265
35 35 223
11 0 278
13 0 304
6 48 356
30 119 356
3 194 356
73 146 244
50 0 325
60 0 253
54 0 254
39 225 356
37 109 356
55 18 109
27 237 356
22 95 356
5 151 239
51 0 317
90 59 356
79 0 200
52 0 172
88 0 293
43 96 313
18 19 356
0 0 309
34 0 202
28 62 356
49 16 356
44 0 118
75 0 188
21 0 345
4 0 100
19 37 356
13 595
19 4 340
25 0 443
51 7 595
23 0 447
9 0 463
58 49 443
1 192 595
59 387 595
36 47 595
29 41 595
4 0 469
57 36 595
62 0 526
12 313
54 5 123
39 50 313
79 0 296
34 0 286
65 236 311
0 77 179
30 0 206
16 0 202
23 0 225
42 132 308
26 0 249
50 0 72
11 485
0 222 485
42 0 285
14 86 458
78 12 455
67 216 485
74 30 485
86 155 485
10 51 301
62 246 485
25 0 417
28 0 185
43 306
42 158 283
56 59 306
65 0 271
66 0 183
50 47 306
8 4 270
88 55 306
55 0 237
29 125 306
25 7 306
46 0 148
80 0 240
28 0 259
30 45 306
62 216 306
53 113 306
77 10 306
82 0 122
70 0 219
89 123 306
61 208 306
6 0 292
14 36 99
87 0 270
15 0 185
17 199 306
12 58 306
58 180 306
34 51 306
10 75 306
63 0 284
3 76 306
4 34 113
2 15 306
68 27 306
71 0 283
38 62 246
22 0 174
32 142 306
72 18 165
43 167 306
48 0 221
24 101 306
33 297
105 40 297
29 107 273
0 0 282
53 43 297
91 0 121
84 107 297
100 0 119
63 164 293
86 0 256
89 4 297
62 130 279
66 70 297
74 1 175
103 120 223
65 0 217
40 35 232
71 0 295
43 43 297
24 0 269
113 0 164
15 103 297
37 0 208
33 0 190
25 78 297
70 126 297
82 106 297
55 0 247
95 0 242
14 0 273
108 3 297
20 216 297
73 158 297
97 114 297
6 435
32 0 245
24 42 435
12 250 435
30 215 435
26 0 376
2 0 269
40 108
75 37 107
33 13 100
40 20 108
120 10 108
121 0 86
17 0 99
38 54 104
44 15 108
24 0 36
71 48 108
122 33 102
112 0 40
45 0 95
109 0 107
97 0 100
18 20 108
104 0 107
7 13 108
42 0 94
125 10 108
76 0 57
92 2 108
91 77 100
62 44 99
102 0 108
66 0 73
4 0 101
50 19 108
114 0 83
77 5 108
8 57 108
13 0 63
127 0 108
106 14 57
117 0 99
22 12 108
81 8 108
119 0 75
85 0 59
105 34 108
36 461
139 0 316
90 9 461
141 202 461
33 111 461
49 222 345
135 4 461
125 60 432
38 161 365
131 0 461
19 158 268
51 66 196
123 0 414
63 87 398
75 0 349
57 0 296
3 150 335
50 206 461
37 189 461
32 0 440
111 225 354
46 40 461
39 3 461
31 0 218
87 76 461
119 102 461
61 142 461
67 0 377
76 64 461
15 348 461
24 0 269
105 5 461
132 0 382
52 192 461
45 321 461
62 0 453
26 111 400
8 762
11 34 762
47 0 687
73 0 591
51 215 680
22 0 647
57 0 741
72 51 360
45 89 425
50 96650
100000 69037 96650
25487 0 86237
39640 0 52868
29771 29890 96650
22707 8244 96650
30066 0 53533
55320 16053 96650
87888 0 88982
67877 0 87623
33157 52756 80956
61094 0 94840
94917 8695 86597
64098 13611 96650
35233 10140 96650
57021 0 84064
93234 29203 96650
75342 31997 96650
41840 0 86462
418 22082 96650
15681 41422 96650
29233 0 55240
42599 17018 96650
94142 29713 52961
80948 0 94101
50183 0 86687
18125 38871 96650
29812 31305 96595
95970 14654 96650
91047 0 93274
59496 35224 96650
52807 14419 72171
26683 6478 96650
2970 0 91157
50652 0 78889
11420 20710 96650
2463 0 73200
88708 0 76942
49448 1574 31434
22640 0 95838
48806 10854 96650
59667 32024 96650
69108 0 87094
26785 69041 95222
78582 0 43910
36803 0 87114
57888 0 86823
30038 28416 68768
65727 42994 96650
60454 0 58557
12124 11764 96650
3 482
11 105 482
0 0 265
4 28 482
38 708
30 0 525
10 25 708
54 203 586
27 158 708
15 0 626
13 0 522
49 0 534
47 365 708
9 114 708
34 268 654
11 0 621
51 0 658
14 0 575
33 441 708
36 301 708
16 0 654
24 0 480
39 159 708
44 0 603
20 0 270
50 17 708
19 0 662
26 290 708
21 253 708
17 76 708
48 0 707
2 272 708
40 304 492
6 0 434
7 52 708
42 275 708
5 0 226
38 0 576
52 0 570
22 56 708
43 177 445
4 11 437
0 0 332
6 687
28 478 687
60 227 687
10 0 626
77 247 687
64 0 407
19 62 687
50 442
31 0 235
7 123 362
23 40 312
73 255 372
78 233 442
22 0 259
4 128 442
86 18 442
0 143 442
5 30 129
15 187 308
49 0 367
58 217 442
19 119 442
20 203 442
33 0 363
88 84 442
14 20 442
57 159 439
27 0 346
3 57 442
51 0 220
32 94 442
64 0 207
36 0 330
38 56 442
35 0 431
45 317 442
37 152 442
28 97 442
42 0 412
12 59 392
65 1 442
84 0 201
29 0 365
34 0 413
30 108 442
66 36 419
2 107 442
6 246 442
52 4 442
82 0 345
59 81 442
24 225 421
39 0 422
26 0 401
47 47 442
83 98 297
44 0 394
53 0 369
40 323
85 23 323
81 1 323
28 0 272
72 34 323
39 142 323
37 0 259
40 77 302
54 0 198
12 82 323
31 137 323
7 30 323
77 0 283
80 86 173
2 6 185
78 0 223
56 3 323
21 0 233
9 0 250
70 0 323
68 83 220
65 160 323
46 1 323
31 1 126
50 54 323
4 0 241
15 200 323
26 0 175
49 0 314
75 0 275
29 0 94
44 100 176
34 135 278
16 225 323
64 14 323
8 13 323
89 73 323
43 154 323
1 111 323
17 98 323
58 0 267
50 99202
100000 0 96169
53116 50488 74909
23357 18780 99202
93787 9103 99202
77257 34264 95152
53650 55301 99202
2000 0 68636
6898 73147 99131
12900 0 33902
12858 32036 99202
65546 45191 99202
77980 0 95882
41097 0 73031
48945 0 71642
66955 51038 99202
50071 16696 99202
10494 61371 99202
67434 27037 99202
38739 0 90799
19152 16484 99202
27051 0 79043
10760 24800 99202
79707 0 58702
98486 0 60459
82801 0 84683
4012 25667 99202
19910 15157 99202
30982 0 39906
38436 29222 99202
31404 67062 97488
60985 6555 34890
35033 5793 99202
22290 0 84025
60104 36758 57780
69717 0 88052
81327 17662 42294
10245 0 56466
36295 0 76587
53402 13361 39744
8640 12064 92188
72535 17499 99202
72847 38181 90175
10876 31436 85085
93953 0 48837
89083 5610 37974
41329 11393 99202
6862 0 80494
28833 0 80754
40353 4486 93115
87949 6530 99202
19 65
63 11 65
3 1 65
46 7 65
37 33 57
24 0 62
27 0 51
80 2 65
35 13 46
30 0 59
58 0 60
70 2 62
13 4 26
68 0 60
25 1 45
73 0 42
31 1 65
19 44 65
2 0 24
56 0 48
23 206
62 19 206
43 65 205
6 0 175
69 0 172
1 0 161
72 133 189
33 93 206
35 38 206
29 29 206
34 98 206
70 58 206
57 82 206
75 0 193
46 3 206
82 37 206
4 0 198
60 0 172
83 0 176
80 0 57
59 0 79
42 62 205
85 11 206
30 71 188
10 391
16 0 208
9 177 391
20 10 391
5 13 354
3 0 347
25 47 391
11 203 332
26 0 350
1 43 391
29 183 333
16 305
2 17 305
25 165 305
10 102 305
90 0 299
86 57 305
64 31 305
40 0 305
83 0 216
109 1 305
54 0 214
103 140 305
27 10 255
39 42 305
79 0 127
98 15 216
13 90 305
3 151
5 71 151
15 49 151
2 25 148
40 506
30 0 403
4 0 491
42 8 506
29 69 506
26 0 274
28 33 506
44 0 329
0 19 247
24 0 337
45 0 501
1 143 471
35 0 238
23 0 480
11 0 293
19 0 227
8 162 363
2 46 465
43 0 490
52 113 506
46 0 265
50 63 506
40 0 449
20 25 506
16 68 366
32 0 379
19 230 506
27 48 506
6 0 380
13 53 439
14 0 203
49 65 506
5 0 506
18 81 506
47 0 475
37 241 488
15 143 506
10 213 356
21 46 506
31 60 506
3 81 506
44 394
48 45 394
88 0 239
105 0 157
126 0 236
82 180 394
47 0 113
31 0 156
76 74 394
78 0 197
54 102 203
128 0 386
18 42 394
79 119 394
100 94 394
62 56 342
122 221 394
32 0 151
59 77 394
40 42 143
131 55 379
93 0 338
49 222 394
56 119 301
117 171 394
83 116 394
99 0 328
41 0 258
7 257 394
22 0 148
50 0 303
57 37 226
75 0 393
102 110 394
77 0 375
19 176 394
85 15 394
70 170 394
34 13 205
133 131 394
30 69 394
35 150 382
125 0 373
9 0 244
46 0 187
10 29
7 0 25
26 8 29
2 7 29
15 12 29
25 8 29
13 0 28
18 20 25
8 21 29
14 11 16
31 14 29
25 259
56 0 104
82 68 137
48 0 242
89 84 259
42 0 135
101 17 259
40 64 217
49 32 259
79 0 248
10 2 195
90 0 177
33 11 259
80 42 259
28 31 191
92 74 159
62 68 259
14 121 259
29 0 207
21 0 164
11 0 163
98 47 259
59 15 259
65 43 259
30 77 259
56 198 259
44 567
53 428 567
47 169 567
77 32 567
45 33 226
17 0 491
43 112 567
80 0 431
74 215 486
40 0 341
9 327 567
62 47 567
13 0 300
32 346 567
66 46 531
4 171 567
81 308 567
26 29 567
3 63 567
54 203 567
29 0 498
73 211 567
6 106 567
70 0 199
78 0 488
71 113 424
21 359 567
23 86 309
24 0 406
68 0 522
72 332 567
33 0 411
20 34 567
59 316 560
0 0 505
25 0 567
69 0 401
65 261 567
11 366 567
50 1 567
41 98 567
18 107 476
5 0 326
70 229 567
7 20 567
50 971
51 0 728
18 335 971
32 47 971
41 0 850
49 38 971
8 0 919
0 189 971
40 225 971
29 0 611
6 456 971
59 64 971
5 82 680
34 144 971
35 169 971
48 0 794
36 33 971
53 134 971
17 0 558
25 42 594
50 248 971
31 0 961
47 330 971
55 0 586
65 0 215
2 40 971
39 4 971
11 345 971
52 216 971
43 265 881
27 0 865
58 0 857
15 128 971
10 0 898
30 75 971
20 92 971
54 0 724
4 138 971
12 117 971
63 71 500
1 50 971
3 0 678
65 472 971
60 424 859
38 0 461
22 84 971
62 0 897
19 0 964
24 0 562
45 0 691
7 0 650
50 99837
100000 0 95815
93913 0 66977
2104 17849 99837
48320 49218 99837
7304 0 80739
43258 16624 61903
72280 0 70319
71766 59713 99837
57014 0 46914
78458 8080 99837
58255 15169 62119
82680 0 60629
82281 0 88526
83391 0 67590
15494 25510 51765
43151 0 79307
41441 0 89911
92180 0 75850
75545 0 76272
86796 34804 87458
16858 0 77438
58711 62767 99837
8106 40721 99837
69693 43016 99837
98413 53867 99837
91880 74245 95247
61423 0 48298
43982 46526 69398
6568 0 78679
87471 69091 99837
92154 45282 99837
22638 0 55238
35028 0 47487
53516 29177 99837
2037 46741 99837
63782 0 75575
55030 0 94078
26792 0 63517
69823 16452 99837
75893 0 88108
12290 0 99360
41477 11793 99837
95930 46512 99837
15996 0 76999
22406 21739 99837
67211 0 35852
68589 5451 99837
2600 42828 99837
85115 0 58234
21559 32038 99837
2 4
0 0 3
1 1 4
36 410
21 0 375
41 111 410
58 35 410
60 0 235
68 0 369
30 47 177
46 0 282
11 23 410
40 0 229
27 68 384
45 245 410
39 0 396
10 0 267
54 0 403
65 0 379
35 35 410
42 0 388
55 159 308
3 0 407
5 191 410
9 0 217
49 203 410
70 0 400
19 5 410
16 0 321
67 146 405
18 0 303
0 0 293
7 124 410
62 2 410
50 143 410
59 0 148
17 0 408
48 12 410
37 0 137
31 49 265
25 633
27 0 595
18 0 425
41 309 633
58 412 633
60 31 500
9 145 291
22 272 633
24 159 633
46 109 633
7 0 366
3 0 357
16 150 633
1 0 434
53 343 633
30 270 633
20 0 519
62 119 633
17 82 633
49 0 486
57 0 423
8 268 633
4 478 633
5 239 633
28 0 497
66 0 585
27 843
38 149 843
19 0 817
24 0 641
26 188 843
22 0 711
40 0 743
12 0 212
11 56 843
5 0 633
39 0 788
41 0 843
13 361 675
33 53 843
47 365 843
28 274 843
44 195 843
35 89 843
8 54 843
18 265 843
20 0 562
27 0 347
17 194 432
32 302 843
9 90 843
14 53 843
3 27 843
43 0 836
50 100000
100000 25697 100000
96114 0 75919
55020 45840 100000
12712 30014 100000
8973 0 62582
36320 6906 56362
66239 36919 100000
98030 50788 100000
36614 0 56722
6471 46773 91136
97823 59309 100000
38506 0 72487
69706 0 97253
75371 46851 99114
71451 21863 100000
41964 21457 100000
82415 0 99442
83585 0 73981
55014 0 100000
8483 54911 82330
62819 18776 38932
92868 28387 100000
41311 0 65188
83336 15898 56458
2864 0 55258
75766 0 77956
40160 1301 100000
46238 16980 100000
75249 51257 100000
7754 22034 55502
19835 0 91045
6406 0 93733
94401 37861 100000
10218 0 50747
25496 0 59498
49929 52410 82083
88840 419 26105
47287 0 97402
34402 48022 81453
95982 0 38149
94061 4309 74476
91984 23971 70310
21500 0 80809
59436 0 57030
53720 0 40937
63724 23903 100000
44995 0 76747
16687 0 65194
59953 0 83332
16243 8047 60955
46 381
64 249 341
1 80 381
16 80 381
9 0 355
55 0 285
7 60 276
2 0 183
43 0 360
49 142 381
51 103 349
8 0 381
20 54 381
56 0 190
45 167 381
59 80 381
24 0 304
5 247 381
52 22 381
3 62 381
41 0 365
12 126 381
21 0 263
62 0 367
32 223 358
23 50 381
25 82 381
19 12 381
39 0 364
14 101 381
53 4 381
17 202 381
61 0 151
54 103 325
31 167 381
29 0 91
10 91 381
5 52 171
4 169 324
40 0 299
46 64 381
29 237 329
57 0 303
26 0 198
2 211 381
34 221 362
0 113 270
37 582
13 77 582
21 0 240
32 5 582
18 0 537
55 78 582
9 226 367
6 240 582
40 0 393
28 405 582
16 0 406
8 128 582
17 0 481
22 0 463
49 156 582
33 0 429
36 353 582
3 0 556
51 209 469
42 219 582
52 0 428
58 18 582
26 103 582
59 149 361
39 0 343
0 0 582
41 92 466
47 303 570
43 215 582
4 0 510
1 0 531
24 39 582
14 78 582
45 191 391
34 5 582
46 148 382
25 0 267
30 155 526
25 452
33 0 441
100 200 452
54 180 299
111 113 452
88 101 452
110 50 452
115 0 293
104 278 452
107 212 452
31 0 335
13 0 361
56 98 452
124 125 452
24 218 452
51 29 452
53 0 297
27 59 452
20 122 452
121 0 263
5 89 290
49 168 365
105 0 283
36 11 113
32 0 434
79 176 273
15 808
114 29 808
24 44 701
121 329 735
51 545 808
88 0 372
97 608 808
109 0 381
106 522 808
21 107 808
55 55 808
7 271 808
65 0 394
117 0 698
13 26 808
122 383 713
39 610
96 0 171
72 149 315
125 428 610
26 0 539
106 0 544
65 160 610
92 0 591
24 0 329
66 0 528
124 1 610
67 46 610
41 0 549
97 0 425
137 0 597
75 0 338
129 146 459
77 0 540
6 0 568
107 24 610
53 0 575
85 295 610
127 0 461
99 52 610
133 125 468
103 0 543
83 0 490
22 104 610
94 216 610
1 129 610
113 0 312
78 0 531
12 0 543
4 0 233
37 310 610
108 0 475
125 0 418
47 369 610
63 199 444
4 234 610
